0 1 20 1364 1737 6 (D 11,1,1) (S 208,33,53) (S 280,53,52) (S 277,52,53) (S 281,53,54) (D 11,1,1)
0 1 21 1456 1816 6 (D 11,1,1) (S 11,12,12) (S 105,4,5) (S 104,4,3) (S 106,4,13) (D 11,1,1)
0 1 22 1642 2411 7 (D 11,1,1) (S 141,15,16) (S 143,16,6) (S 7,7,7) (S 8,8,8) (S 68,69,69) (D 11,1,1)
0 1 23 1364 1774 6 (D 11,1,1) (S 142,15,26) (S 180,26,25) (S 178,25,26) (S 181,26,27) (D 11,1,1)
0 1 24 1364 1742 6 (D 11,1,1) (S 211,34,35) (S 215,35,36) (S 218,36,37) (S 221,37,36) (D 11,1,1)
0 1 25 1364 1733 6 (D 11,1,1) (S 212,34,54) (S 286,54,74) (S 359,74,54) (S 284,54,53) (D 11,1,1)
0 1 26 1372 1833 6 (D 11,1,1) (S 209,34,23) (S 210,34,33) (S 282,53,73) (S 72,73,73) (D 11,1,1)
0 1 27 1364 1810 6 (D 11,1,1) (S 139,15,5) (S 107,5,4) (S 109,5,15) (S 144,16,15) (D 11,1,1)
0 1 28 1364 1970 6 (D 11,1,1) (S 172,24,13) (S 145,16,17) (S 179,26,15) (S 176,25,14) (D 11,1,1)
0 1 29 1364 1976 6 (D 11,1,1) (S 202,32,21) (S 276,52,32) (S 354,72,85) (S 401,85,86) (D 11,1,1)
0 1 30 1409 1871 6 (D 11,1,1) (S 279,53,33) (S 52,53,53) (S 358,73,86) (S 402,86,73) (D 11,1,1)
0 1 31 1364 1805 6 (D 11,1,1) (S 108,5,6) (S 112,6,16) (S 146,16,27) (S 184,27,26) (D 11,1,1)
0 1 32 1364 1848 6 (D 11,1,1) (S 246,44,35) (S 213,35,24) (S 214,35,34) (S 283,54,34) (D 11,1,1)
0 1 33 1364 1810 6 (D 11,1,1) (S 247,44,45) (S 249,45,36) (S 219,36,45) (S 251,45,46) (D 11,1,1)
0 1 34 1517 2116 6 (D 11,1,1) (S 2,2,2) (S 110,6,5) (S 111,6,7) (S 114,7,8) (D 11,1,1)
0 1 35 1364 1813 6 (D 11,1,1) (S 182,26,37) (S 222,37,38) (S 224,38,37) (S 223,37,46) (D 11,1,1)
0 1 36 1627 2216 7 (D 11,1,1) (S 285,54,55) (S 289,55,56) (S 294,56,66) (S 77,78,78) (S 78,79,79) (D 11,1,1)
0 1 37 1364 1889 6 (D 11,1,1) (S 355,73,53) (S 357,73,74) (S 360,74,73) (S 356,73,72) (D 11,1,1)
0 1 38 1364 1844 6 (D 11,1,1) (S 217,36,35) (S 290,55,65) (S 327,65,66) (S 329,66,56) (D 11,1,1)
0 1 39 1372 1850 6 (D 11,1,1) (S 252,45,56) (S 292,56,55) (S 293,56,57) (S 56,57,57) (D 11,1,1)
0 1 40 1364 1884 6 (D 11,1,1) (S 250,45,44) (S 291,56,45) (S 253,46,37) (S 254,46,45) (D 11,1,1)
0 1 41 1405 1989 6 (D 11,1,1) (S 24,25,25) (S 185,27,28) (S 49,50,50) (S 272,50,61) (D 11,1,1)
0 1 42 1364 1881 6 (D 11,1,1) (S 288,55,54) (S 361,74,75) (S 363,75,65) (S 326,65,55) (D 11,1,1)
0 1 43 1364 1882 6 (D 11,1,1) (S 186,27,39) (S 229,39,40) (S 233,40,49) (S 265,49,40) (D 11,1,1)
0 1 44 1364 2007 6 (D 11,1,1) (S 183,27,16) (S 148,17,16) (S 149,17,18) (S 153,18,19) (D 11,1,1)
0 1 45 1364 1850 6 (D 11,1,1) (S 255,46,47) (S 258,47,46) (S 256,46,57) (S 295,57,46) (D 11,1,1)
0 1 46 1353 1865 6 (D 11,1,1) (S 328,65,75) (S 365,75,76) (S 76,77,77) (S 371,77,76) (D 11,1,1)
0 1 47 1364 1955 6 (D 11,1,1) (S 362,74,87) (S 407,87,88) (S 408,88,75) (S 366,75,88) (D 11,1,1)
0 1 48 1364 1962 6 (D 11,1,1) (S 403,86,85) (S 400,85,72) (S 353,72,73) (S 404,86,87) (D 11,1,1)
0 1 49 1364 1888 6 (D 11,1,1) (S 225,38,39) (S 230,39,48) (S 263,48,49) (S 266,49,48) (D 11,1,1)
0 1 50 1364 1856 6 (D 11,1,1) (S 226,38,47) (S 259,47,48) (S 261,48,39) (S 228,39,38) (D 11,1,1)
0 1 51 1364 1976 6 (D 11,1,1) (S 147,17,7) (S 113,7,6) (S 115,7,17) (S 150,17,28) (D 11,1,1)
0 1 52 1364 1948 6 (D 11,1,1) (S 220,37,26) (S 187,27,41) (S 236,41,40) (S 231,40,39) (D 11,1,1)
0 1 53 1364 1908 6 (D 11,1,1) (S 330,66,65) (S 332,66,76) (S 369,76,77) (S 370,77,67) (D 11,1,1)
0 1 54 1364 1906 6 (D 11,1,1) (S 296,57,56) (S 297,57,58) (S 302,58,68) (S 337,68,58) (D 11,1,1)
0 1 55 1364 1906 6 (D 11,1,1) (S 298,57,67) (S 335,67,68) (S 338,68,67) (S 336,67,77) (D 11,1,1)
0 1 56 1364 1913 6 (D 11,1,1) (S 331,66,67) (S 333,67,57) (S 301,58,59) (S 304,59,58) (D 11,1,1)
0 1 57 1364 1929 6 (D 11,1,1) (S 257,47,38) (S 260,47,58) (S 299,58,47) (S 300,58,57) (D 11,1,1)
0 1 58 1432 2043 6 (D 11,1,1) (S 85,86,86) (S 406,87,86) (S 405,87,74) (S 364,75,74) (D 11,1,1)
0 1 59 1364 2000 6 (D 11,1,1) (S 368,76,75) (S 372,77,78) (S 367,76,66) (S 334,67,66) (D 11,1,1)
0 1 60 1364 1956 6 (D 11,1,1) (S 154,18,29) (S 194,29,30) (S 198,30,31) (S 200,31,30) (D 11,1,1)
0 1 61 1364 1928 6 (D 11,1,1) (S 191,28,41) (S 238,41,50) (S 269,50,41) (S 235,41,28) (D 11,1,1)
0 1 62 1364 1981 6 (D 11,1,1) (S 262,48,47) (S 264,48,59) (S 305,59,60) (S 310,60,70) (D 11,1,1)
0 1 63 1364 2001 6 (D 11,1,1) (S 189,28,27) (S 190,28,29) (S 192,29,18) (S 155,19,18) (D 11,1,1)
0 1 64 1364 2061 6 (D 11,1,1) (S 227,39,27) (S 232,40,41) (S 237,41,42) (S 242,42,51) (D 11,1,1)
0 1 65 1364 1972 6 (D 11,1,1) (S 188,28,17) (S 156,19,20) (S 159,20,19) (S 152,18,17) (D 11,1,1)
0 1 66 1376 2051 6 (D 11,1,1) (S 151,18,8) (S 116,8,7) (S 117,8,9) (S 9,9,9) (D 11,1,1)
0 1 67 1410 1991 6 (D 11,1,1) (S 38,39,39) (S 268,49,60) (S 307,60,49) (S 267,49,50) (D 11,1,1)
0 1 68 1488 2062 6 (D 11,1,1) (S 34,35,35) (S 339,68,69) (S 344,69,79) (S 377,79,69) (D 11,1,1)
0 1 69 1364 1990 6 (D 11,1,1) (S 303,59,48) (S 306,59,69) (S 342,69,68) (S 340,68,78) (D 11,1,1)
0 1 70 1400 1966 6 (D 11,1,1) (S 157,19,30) (S 197,30,29) (S 28,29,29) (S 193,29,28) (D 11,1,1)
0 1 71 1364 2038 6 (D 11,1,1) (S 270,50,49) (S 308,60,59) (S 309,60,61) (S 314,61,71) (D 11,1,1)
0 1 72 1364 2014 6 (D 11,1,1) (S 373,77,89) (S 411,89,77) (S 376,78,79) (S 375,78,77) (D 11,1,1)
0 1 73 1502 2235 6 (D 11,1,1) (S 53,54,54) (S 409,88,87) (S 410,88,89) (S 413,89,90) (D 11,1,1)
0 1 74 1364 2012 6 (D 11,1,1) (S 341,69,59) (S 343,69,70) (S 345,70,60) (S 346,70,69) (D 11,1,1)
0 1 75 1420 2046 6 (D 11,1,1) (S 75,76,76) (S 379,79,80) (S 378,79,78) (S 374,78,68) (D 11,1,1)
0 1 76 1364 1995 6 (D 11,1,1) (S 271,50,51) (S 275,51,62) (S 315,62,51) (S 273,51,42) (D 11,1,1)
0 1 77 1364 2106 6 (D 11,1,1) (S 118,8,18) (S 195,29,42) (S 241,42,43) (S 243,43,31) (D 11,1,1)
0 1 78 1364 2114 6 (D 11,1,1) (S 234,41,27) (S 312,61,60) (S 347,70,71) (S 311,61,50) (D 11,1,1)
0 1 79 1364 2040 6 (D 11,1,1) (S 160,20,31) (S 201,31,43) (S 244,43,42) (S 239,42,29) (D 11,1,1)
0 1 80 1364 2124 6 (D 11,1,1) (S 158,20,9) (S 119,9,8) (S 120,9,20) (S 199,31,20) (D 11,1,1)
0 1 81 1427 2232 6 (D 11,1,1) (S 18,19,19) (S 196,30,19) (S 240,42,41) (S 349,71,61) (D 11,1,1)
0 1 82 1371 2062 6 (D 11,1,1) (S 348,70,80) (S 79,80,80) (S 382,80,79) (S 380,79,90) (D 11,1,1)
0 1 83 1511 2257 6 (D 11,1,1) (S 6,6,6) (S 313,61,62) (S 61,62,62) (S 317,62,63) (D 11,1,1)
0 1 84 1470 2173 6 (D 11,1,1) (S 45,46,46) (S 350,71,70) (S 351,71,81) (S 387,81,80) (D 11,1,1)
0 1 85 1378 2174 6 (D 11,1,1) (S 412,89,88) (S 416,90,91) (S 90,91,91) (S 419,91,92) (D 11,1,1)
0 1 86 1387 2104 6 (D 11,1,1) (S 383,80,81) (S 388,81,82) (S 80,81,81) (S 386,81,71) (D 11,1,1)
0 1 87 1364 2102 6 (D 11,1,1) (S 381,80,70) (S 384,80,91) (S 418,91,90) (S 415,90,89) (D 11,1,1)
0 1 88 1364 2145 6 (D 11,1,1) (S 274,51,50) (S 321,63,64) (S 324,64,63) (S 316,62,61) (D 11,1,1)
0 1 89 1499 2305 6 (D 11,1,1) (S 64,65,65) (S 414,90,79) (S 389,81,92) (S 421,92,91) (D 11,1,1)
0 1 90 1637 2499 6 (D 11,1,1) (S 71,72,72) (S 87,88,88) (S 417,91,80) (S 385,81,62) (D 11,1,1)
0 1 91 1454 2253 6 (D 11,1,1) (S 58,59,59) (S 319,62,82) (S 392,82,83) (S 396,83,84) (D 11,1,1)
0 1 92 1488 2272 6 (D 11,1,1) (S 27,28,28) (S 245,43,64) (S 320,63,62) (S 318,62,81) (D 11,1,1)
0 1 93 1584 2385 6 (D 11,1,1) (S 37,38,38) (S 393,82,93) (S 391,82,81) (S 70,71,71) (D 11,1,1)
0 1 94 1511 2280 6 (D 11,1,1) (S 17,18,18) (S 322,63,83) (S 395,83,82) (S 390,82,62) (D 11,1,1)
0 1 95 1364 2289 6 (D 11,1,1) (S 325,64,84) (S 93,94,94) (S 426,94,84) (S 399,84,94) (D 11,1,1)
0 1 96 1459 2405 6 (D 11,1,1) (S 323,64,43) (S 42,43,43) (S 397,84,64) (S 394,83,63) (D 11,1,1)
0 1 97 1364 2315 6 (D 11,1,1) (S 420,92,81) (S 422,92,93) (S 425,93,94) (S 423,93,82) (D 11,1,1)
0 1 98 1169 2111 5 (D 11,1,1) (S 424,93,92) (S 427,94,93) (S 92,93,93) (D 11,1,1)
0 1 99 499 1145 3 (D 11,1,1) (S 89,90,90) (D 11,1,1)
